blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
0,16,1,1,8,7,9,0,0,0,0,17169,7,210,51,734,-965,61,2,5,0,0,0,0,16435,7,207,58
0,15,3,0,6,6,7,2,1,1,0,15908,7.2,208,63,-1035,-442,25,2,2,0,0,0,0,16943,7.2,229,64
1,29,4,0,2,8,3,0,0,0,0,14948,6.8,226,48,-3669,-2489,17,4,14,1,1,0,0,18617,7.6,255,76
0,15,7,0,8,12,14,0,0,0,0,16941,7,203,41,-1833,-393,19,2,17,2,1,1,0,18774,7,210,52
1,26,8,1,9,10,7,1,1,0,0,18410,7.2,253,51,714,-176,13,7,10,0,0,0,0,17696,7,232,40
0,18,0,0,5,6,3,1,1,0,0,15288,6.8,218,52,-1652,466,9,7,9,0,0,0,0,16940,6.8,224,47
1,16,1,1,5,2,6,0,0,0,0,16398,7,234,39,1343,519,12,1,1,1,1,0,0,15055,6.8,225,63
0,16,1,0,4,4,4,0,0,0,0,15778,7.2,219,40,36,-325,15,0,1,0,0,0,0,15742,7.2,220,64
0,13,2,0,3,3,1,0,0,0,0,14634,7,213,48,-879,254,15,3,3,1,1,0,0,15513,7,248,48
1,16,1,0,2,9,3,0,0,0,0,14269,6.4,203,41,-3941,-3623,12,4,9,1,1,0,0,18210,7.2,239,46
0,16,5,1,6,8,11,1,1,0,0,16031,6.6,215,57,-987,-1705,18,1,8,0,0,0,0,17018,6.8,223,55
0,17,2,0,3,8,3,0,0,0,0,13817,6.4,167,44,-3294,-2723,13,3,5,1,1,0,0,17111,6.6,206,48
0,17,4,0,5,11,5,1,1,0,0,16280,6.6,199,48,-2198,-1633,15,3,15,0,0,0,0,18478,7.2,188,46
1,14,4,0,8,4,8,1,0,1,0,17349,7.6,197,55,1942,1658,19,3,2,1,1,0,0,15407,6.8,228,52
0,16,2,0,1,5,2,1,0,1,0,13235,6.4,187,40,-2466,-1449,19,6,6,1,1,0,0,15701,6.6,221,31
0,15,2,0,6,10,8,0,0,0,0,16231,6.6,179,50,-1535,-838,16,3,11,1,1,0,0,17766,6.8,192,59
1,13,1,0,4,5,3,2,1,1,0,15255,7.2,228,47,-965,658,14,1,5,0,0,0,0,16220,7,223,44
1,21,1,0,2,5,1,0,0,0,0,15337,7.2,235,72,-1676,-532,19,4,8,0,0,0,0,17013,7.4,228,63
1,17,4,1,9,6,9,0,0,0,0,18050,6.6,220,28,2847,1559,20,1,6,1,1,0,0,15203,6.2,176,52
1,48,4,1,4,2,4,1,1,0,0,15730,6.8,240,55,1383,660,14,2,1,0,0,0,0,14347,6.6,221,56
0,13,3,0,2,3,3,0,0,0,0,14752,6.8,230,53,-439,-983,36,0,3,2,1,1,0,15191,7.2,222,65
1,73,2,0,9,5,10,0,0,0,0,17578,7.2,213,52,1989,2500,16,0,5,1,1,0,0,15589,6.8,218,44
1,13,6,0,5,6,3,1,1,0,0,15397,6.6,222,55,-775,-393,19,0,5,0,0,0,0,16172,6.8,191,52
0,12,4,1,8,6,10,1,0,1,0,17012,7,225,38,872,-215,74,1,6,1,1,0,0,16140,6.8,214,48
1,37,3,1,2,2,1,1,0,1,0,14886,6.8,234,55,762,1570,51,3,1,1,1,0,0,14124,6.8,209,44
1,16,1,1,12,7,14,2,1,1,0,19592,7.2,235,53,3214,2261,54,1,5,0,0,0,0,16378,7,184,49
0,15,1,0,7,9,6,0,0,0,0,17550,7.2,237,52,175,989,12,3,9,1,1,0,0,17375,6.8,221,48
1,13,3,1,7,6,6,0,0,0,0,17106,6.8,226,47,1138,558,16,1,5,1,0,1,0,15968,6.8,202,39
0,22,2,1,8,7,9,1,0,1,0,17977,7.2,255,49,1062,445,16,4,8,1,1,0,0,16915,7.2,203,62
1,18,2,1,6,2,5,1,1,0,0,16953,7.2,248,52,2348,2678,18,4,3,0,0,0,0,14605,6.6,225,56
0,15,0,0,2,10,2,0,0,0,0,13550,6.4,183,30,-4770,-3411,41,1,7,1,1,0,0,18320,7.4,236,56
0,17,3,0,4,11,7,0,0,0,0,15224,6.8,189,43,-3595,-1973,19,4,11,1,1,0,0,18819,7,221,68
1,18,2,1,9,3,9,1,1,0,0,18582,7.6,243,51,3881,3409,11,4,4,0,0,0,0,14701,6.6,217,40
1,18,2,0,9,6,11,1,1,0,0,18077,6.8,235,40,1669,113,16,3,4,0,0,0,0,16408,7,218,48
0,15,3,0,3,3,6,1,1,0,0,16042,7.2,255,72,580,709,20,2,2,1,0,1,0,15462,7,231,51
1,15,3,1,4,4,7,0,0,0,0,14781,6.6,209,32,165,267,14,2,8,1,1,0,0,14616,6.4,185,48
1,14,5,0,4,5,5,0,0,0,0,15281,6.6,211,62,-736,-1526,18,1,4,1,1,0,0,16017,7,229,53
0,36,6,0,4,8,7,0,0,0,0,14795,6.6,190,36,-3431,-1020,27,1,11,1,1,0,0,18226,6.8,221,47
0,15,2,1,6,4,3,0,0,0,0,16366,7,237,61,1980,1777,17,1,4,1,1,0,0,14386,6.4,203,40
1,18,4,0,7,9,5,0,0,0,0,16709,7.2,227,48,-629,180,17,4,9,0,0,0,0,17338,7.2,223,56
1,12,1,0,5,4,2,1,0,1,0,15798,7,231,52,-361,671,17,2,3,1,1,0,0,16159,7,248,48
1,10,7,1,5,3,5,1,1,0,0,15239,7.2,218,45,742,2904,22,2,4,0,0,0,0,14497,6.6,182,58
1,18,5,1,8,6,11,1,1,0,0,17287,7,224,45,886,684,45,3,8,0,0,0,0,16401,6.8,228,32
1,14,4,1,3,5,5,0,0,0,0,14788,6.6,223,44,-166,-1446,16,3,3,0,0,0,0,14954,7,188,52
1,13,6,1,7,5,7,1,1,0,0,16736,7,217,56,433,-323,21,4,6,0,0,0,0,16303,7.2,262,52
0,16,2,1,7,9,8,1,1,0,0,16876,7,223,38,31,-472,37,4,12,0,0,0,0,16845,7.2,207,27
0,16,0,1,4,8,6,1,1,0,0,14563,6.6,196,39,-3004,-3860,17,4,10,0,0,0,0,17567,7.2,229,64
0,16,2,0,3,5,5,0,0,0,0,15912,6.4,236,40,1034,-973,13,4,2,1,1,0,0,14878,6.8,169,67
0,15,2,0,5,5,9,1,0,1,0,16624,6.8,208,62,1060,2796,15,3,7,1,1,0,0,15564,6.6,190,44
1,15,5,0,6,7,6,0,0,0,0,16682,7.2,209,68,-257,1379,19,4,8,1,1,0,0,16939,6.8,209,55
0,17,1,1,6,4,8,2,1,1,0,17249,7,239,56,1095,768,12,4,6,0,0,0,0,16154,7,247,56
1,11,4,0,4,6,3,0,0,0,0,15727,7.2,247,44,-84,221,14,1,4,0,0,0,0,15811,7.2,216,52
0,15,2,0,4,6,3,0,0,0,0,14962,7,201,48,-1672,-2213,15,3,3,0,0,0,0,16634,7.4,237,68
0,15,3,1,6,2,7,1,1,0,0,17390,7.4,239,68,1644,987,14,2,4,1,0,1,0,15746,7,250,60
1,19,4,1,7,10,8,1,1,0,0,16632,6.8,191,53,-1069,-587,17,2,11,0,0,0,0,17701,6.8,202,45
1,12,5,1,5,3,5,1,1,0,0,16706,7,231,48,1352,-81,21,0,2,0,0,0,0,15354,7,230,55
0,15,4,1,2,1,3,0,0,0,0,14969,6.8,246,51,816,-457,40,2,2,2,1,1,0,14153,6.8,213,52
1,12,6,0,4,5,5,2,1,1,0,16630,7.2,251,70,-159,-206,22,2,6,0,0,0,0,16789,7.2,244,65
0,16,3,1,7,11,11,0,0,0,0,17037,7,243,47,-1896,-1756,15,2,13,1,1,0,0,18933,7.4,243,50
0,22,3,1,7,2,3,0,0,0,0,16729,7.2,231,56,2248,3163,14,2,1,0,0,0,0,14481,6.4,206,53
1,27,2,1,5,5,6,0,0,0,0,16281,6.8,233,48,128,-368,17,4,10,1,1,0,0,16153,7.2,223,51
1,61,6,1,6,4,11,0,0,0,0,16375,7.2,226,44,1389,1615,13,1,3,2,1,1,0,14986,6.6,198,50
1,36,3,1,7,4,4,1,1,0,0,16849,7.6,234,68,1116,2834,13,1,6,0,0,0,0,15733,6.8,237,48
1,14,2,0,4,7,2,0,0,0,0,15825,7,235,54,-306,-953,37,3,7,1,1,0,0,16131,7.4,227,45
1,9,5,1,11,7,8,0,0,0,0,18483,7.4,199,47,2915,2523,18,1,6,0,0,0,0,15568,6.6,209,41
0,18,4,0,10,6,14,0,0,0,0,18270,7,234,50,1927,495,15,2,7,2,1,1,0,16343,7,224,49
0,17,3,1,9,6,11,0,0,0,0,17372,6.8,202,42,1491,1101,17,4,6,2,1,1,0,15881,6.4,206,48
1,16,2,0,11,4,13,0,0,0,0,19582,7.4,228,44,4267,2764,16,2,2,0,0,0,0,15315,6.6,200,50
1,9,1,0,5,4,3,0,0,0,0,16823,7.2,226,68,1409,2767,15,0,7,0,0,0,0,15414,6.6,188,52
1,23,1,0,9,4,9,2,1,1,0,18264,7.4,234,75,2188,2716,10,1,5,0,0,0,0,16076,6.8,227,60
0,36,5,1,5,8,4,1,1,0,0,16396,7.2,211,60,-1640,-907,16,2,9,0,0,0,0,18036,7.2,250,48
1,20,6,0,4,7,3,0,0,0,0,15434,7,235,49,-1806,-226,20,4,12,1,1,0,0,17240,7.2,224,58
0,11,2,0,8,6,9,0,0,0,0,17304,7.2,233,52,1127,1908,7,1,5,1,1,0,0,16177,6.8,211,52
0,24,1,1,8,5,5,0,0,0,0,17785,7.2,238,55,2597,2731,37,2,4,1,1,0,0,15188,6.6,199,47
1,14,2,1,8,4,11,0,0,0,0,17299,6.8,233,32,2406,1503,16,0,2,0,0,0,0,14893,6.2,194,49
0,12,4,1,6,5,10,0,0,0,0,16532,6.6,213,58,1920,1140,17,1,9,1,1,0,0,14612,6.4,155,52
0,15,3,1,6,4,7,1,1,0,0,16279,7,227,44,1079,784,16,2,4,0,0,0,0,15200,6.6,223,55
1,16,1,1,11,5,10,1,1,0,0,19245,7.6,245,60,3108,2974,58,2,6,0,0,0,0,16137,6.8,194,64
1,20,2,0,1,5,1,0,0,0,0,14998,7,246,48,-1431,269,18,4,8,0,0,0,0,16429,6.8,230,52
1,16,2,0,6,7,5,1,1,0,0,15391,6.6,182,56,-1595,-907,14,2,5,0,0,0,0,16986,6.8,201,64
0,17,3,1,11,8,10,0,0,0,0,18459,7,224,39,1536,624,15,1,12,1,1,0,0,16923,6.6,197,55
0,15,3,0,4,7,5,0,0,0,0,15535,6.8,214,56,-1608,-572,16,1,9,2,1,1,0,17143,7,220,59
1,18,3,1,5,6,6,1,0,1,0,15743,6.6,212,48,-720,-1533,21,5,11,1,1,0,0,16463,7,229,48
0,16,5,0,2,5,0,0,0,0,0,14659,6.6,233,46,-492,89,17,1,3,0,0,0,0,15151,6.8,175,48
0,12,2,1,7,10,14,1,0,1,0,15674,6.4,176,53,-3579,-3233,14,3,18,1,1,0,0,19253,7.2,203,65
0,16,4,1,10,3,9,1,1,0,0,17631,6.8,201,44,3436,1760,13,4,1,1,0,1,0,14195,6.6,206,48
1,36,3,1,5,5,3,1,1,0,0,16282,7.2,225,61,813,1913,13,0,4,0,0,0,0,15469,7,225,52
0,14,4,0,3,7,3,2,1,1,0,14249,6.6,220,38,-3144,-3235,21,5,4,0,0,0,0,17393,7.2,255,80
0,42,1,1,12,11,10,1,1,0,0,18159,7,207,37,-48,482,22,5,16,0,0,0,0,18207,7.2,159,46
0,16,2,0,6,8,9,1,1,0,0,15666,6.4,208,39,-2468,-2552,13,2,6,1,0,1,0,18134,7.2,231,60
0,10,1,0,1,8,1,0,0,0,0,13305,6.2,196,50,-4849,-4463,13,2,9,2,1,1,0,18154,7.4,276,65
1,17,1,1,6,3,5,1,1,0,0,16563,7,215,52,1786,-5,13,0,2,0,0,0,0,14777,7,201,63
1,51,0,1,11,4,4,1,1,0,0,18339,7.2,216,53,4128,2704,13,2,4,0,0,0,0,14211,6.4,158,47
1,25,3,0,11,8,11,0,0,0,0,17666,6.8,193,48,-184,-835,13,2,12,0,0,0,0,17850,7,234,52
0,15,4,0,4,9,7,1,1,0,0,15315,7,188,62,-2881,-981,18,4,11,1,0,1,0,18196,7,230,39
1,14,1,0,7,3,7,1,1,0,0,17342,7.2,248,56,2783,1844,11,1,3,0,0,0,0,14559,6.8,197,52
1,14,5,0,3,4,2,1,0,1,0,15318,6.8,235,49,-942,120,16,2,5,1,1,0,0,16260,6.8,263,44
1,26,7,1,2,3,6,0,0,0,0,15439,7,250,55,567,1168,45,7,6,1,0,1,0,14872,6.6,225,40
1,15,2,1,9,6,5,1,0,1,0,16994,7.6,225,40,446,2153,14,2,5,1,1,0,0,16548,6.8,234,42
1,18,2,0,3,4,2,0,0,0,0,14830,6.8,184,60,-572,-636,17,3,3,1,1,0,0,15402,7,194,56
0,17,3,0,6,13,5,1,1,0,0,17300,7.2,229,68,-2604,-2089,16,0,12,0,0,0,0,19904,7.6,214,52
0,15,4,0,5,10,5,0,0,0,0,15600,6.6,169,50,-2689,-1566,27,1,12,1,1,0,0,18289,7,223,49
1,14,3,1,8,4,7,1,1,0,0,16134,6.6,183,52,857,22,14,0,1,0,0,0,0,15277,6.6,210,52
1,15,2,0,11,4,11,0,0,0,0,18470,7.4,231,59,3418,3608,37,0,3,0,0,0,0,15052,6.4,214,36
0,14,1,1,3,6,1,1,1,0,0,15298,6.8,233,64,-1317,-872,17,3,11,0,0,0,0,16615,7,204,60
1,22,6,1,5,3,7,1,1,0,0,15849,6.8,220,43,1236,478,15,3,6,0,0,0,0,14613,6.6,202,55
1,20,2,0,5,7,10,1,0,1,0,15793,6.4,215,64,-1254,-293,16,4,11,0,0,0,0,17047,6.8,188,37
1,15,1,1,1,2,1,1,1,0,0,14392,6.6,222,54,337,124,13,2,2,0,0,0,0,14055,6.8,197,52
0,14,3,0,6,4,6,0,0,0,0,15508,7,193,42,-745,156,13,6,3,1,1,0,0,16253,6.6,250,40
1,15,1,0,2,8,2,1,1,0,0,15467,7,228,63,-2524,-376,15,1,6,0,0,0,0,17991,7,252,56
1,25,2,0,14,9,16,1,1,0,0,19904,7,179,60,2685,1605,17,4,7,0,0,0,0,17219,6.6,205,44
1,17,0,0,9,10,7,0,0,0,0,17206,6.8,216,44,-621,-428,15,2,10,0,0,0,0,17827,6.8,211,42
0,75,1,0,7,7,11,0,0,0,0,16600,7,195,49,-335,262,12,1,6,0,0,0,0,16935,7.2,206,58
1,40,3,0,5,6,5,1,1,0,0,16154,6.8,235,42,-773,609,11,1,8,1,0,1,0,16927,6.8,201,48
0,15,1,0,5,7,12,1,1,0,0,15218,6.4,198,44,-2060,-2850,18,1,6,0,0,0,0,17278,7.2,240,47
1,14,0,1,5,7,5,1,0,1,0,15135,6.6,176,68,-2497,-1376,12,3,9,1,1,0,0,17632,7.2,231,68
0,13,2,0,3,6,1,0,0,0,0,14980,6.8,210,59,-2958,-1627,43,4,4,1,1,0,0,17938,7.2,268,65
1,16,3,0,7,4,5,1,1,0,0,16283,7.2,206,63,-30,1427,15,1,5,0,0,0,0,16313,7,217,48
1,47,1,0,3,2,3,0,0,0,0,14706,6.6,203,45,207,-1880,18,2,1,0,0,0,0,14499,6.8,242,54
0,18,4,0,12,5,14,1,1,0,0,18508,7.4,205,60,1442,322,15,4,4,0,0,0,0,17066,7,225,52
0,13,2,0,4,13,2,0,0,0,0,14969,6.6,208,43,-4486,-5334,23,2,8,0,0,0,0,19455,7.6,222,59
1,17,4,0,4,3,1,1,1,0,0,15116,7,228,64,-434,673,18,7,4,0,0,0,0,15550,7,246,53
0,41,2,0,5,4,7,1,1,0,0,16412,7.2,223,44,980,1536,13,4,5,0,0,0,0,15432,6.8,232,38
1,17,1,1,8,4,9,1,1,0,0,17773,7,235,56,2898,1941,36,1,4,0,0,0,0,14875,7,181,57
0,40,5,0,3,5,4,0,0,0,0,14710,6.8,227,34,-1799,-1942,19,4,8,1,1,0,0,16509,7,204,75
0,12,0,1,8,9,9,0,0,0,0,17543,7,190,56,304,-302,15,1,3,1,1,0,0,17239,7,196,59
1,15,3,0,6,4,3,1,1,0,0,15981,7,219,60,354,1465,18,5,4,0,0,0,0,15627,6.6,217,47
0,30,2,1,8,8,3,1,0,1,0,17570,7.2,230,60,124,659,16,0,10,1,1,0,0,17446,7,215,59
1,16,2,0,11,10,17,1,1,0,0,18858,7.4,214,62,878,2182,15,2,11,0,0,0,0,17980,6.8,204,28
1,17,3,1,8,5,13,1,1,0,0,17355,6.8,204,39,1890,1473,70,3,5,0,0,0,0,15465,6.4,177,48
0,38,1,1,5,3,5,0,0,0,0,15999,7,211,45,497,-743,14,1,3,0,0,0,0,15502,7.2,229,60
1,16,7,1,8,6,9,0,0,0,0,18262,7.2,224,58,2537,2412,17,3,6,1,1,0,0,15725,6.6,208,41
0,21,3,1,6,7,4,1,1,0,0,15514,6.8,185,52,-1640,-1839,13,1,8,1,0,1,0,17154,7.2,234,52
1,69,3,1,9,3,11,0,0,0,0,16678,7,201,42,1351,433,13,2,6,1,1,0,0,15327,6.8,228,62
0,18,5,1,6,5,8,1,1,0,0,16660,6.8,241,44,850,-98,14,5,4,0,0,0,0,15810,7,215,39
1,12,2,0,8,2,15,1,1,0,0,17392,7,215,53,2865,2606,16,1,3,0,0,0,0,14527,6.4,225,52
1,38,1,1,7,3,7,1,1,0,0,16674,7.2,221,48,2176,1739,14,1,3,0,0,0,0,14498,6.6,212,35
1,19,5,1,5,0,4,1,1,0,0,16797,7.2,268,55,2234,1897,19,5,0,0,0,0,0,14563,6.8,273,57
1,20,2,1,7,8,8,2,1,1,0,17606,6.8,227,58,290,477,18,5,13,0,0,0,0,17316,6.6,232,37
1,17,5,0,7,5,7,0,0,0,0,16622,7.4,206,60,753,2050,17,2,6,1,1,0,0,15869,6.6,213,49
0,15,3,0,6,4,6,0,0,0,0,15807,6.8,221,33,239,1281,16,2,3,1,1,0,0,15568,6.6,213,44
1,17,4,0,9,6,12,1,1,0,0,18555,7.2,250,56,2976,1300,16,3,6,0,0,0,0,15579,7,207,48
1,18,4,1,10,2,8,2,1,1,0,18826,7.2,259,52,5616,3916,15,4,2,0,0,0,0,13210,6.6,184,36
0,21,3,0,4,8,3,0,0,0,0,14787,6.6,185,60,-2404,-2013,18,2,8,0,0,0,0,17191,7,228,36
1,41,5,1,8,6,12,0,0,0,0,18675,7.6,219,61,2125,2034,15,2,5,1,1,0,0,16550,7,222,64
1,16,4,1,7,5,7,1,1,0,0,17106,7.2,231,48,450,-219,17,6,5,1,0,1,0,16656,7,241,62
1,22,3,1,6,7,4,0,0,0,0,16956,7.2,242,61,-172,594,17,3,10,1,1,0,0,17128,7.2,213,61
0,9,0,0,2,9,1,0,0,0,0,13879,6.2,185,48,-4267,-3389,15,2,5,2,1,1,0,18146,7,232,56
1,16,1,0,4,3,6,1,0,1,0,15164,7,216,51,-185,-1101,12,3,1,1,1,0,0,15349,7.2,233,68
1,18,3,1,6,2,4,0,0,0,0,16849,7.4,241,67,2094,2789,14,4,3,0,0,0,0,14755,6.8,208,56
0,17,2,0,7,7,10,1,1,0,0,16728,7,231,36,102,65,24,5,8,0,0,0,0,16626,6.6,195,52
1,14,2,0,8,6,9,0,0,0,0,16694,6.8,227,32,370,92,32,4,6,1,1,0,0,16324,6.8,213,48
0,18,6,0,5,6,6,1,1,0,0,15826,6.8,235,52,-1177,-1157,18,4,4,0,0,0,0,17003,7.4,242,49
0,26,1,0,5,13,6,1,1,0,0,15558,6.4,203,47,-3180,-3271,35,5,14,0,0,0,0,18738,7.4,218,34
0,20,3,0,4,6,4,0,0,0,0,14053,6.6,169,52,-3045,-810,19,4,11,0,0,0,0,17098,6.8,229,50
1,15,3,1,8,4,6,1,0,1,0,17522,7.2,257,42,2392,511,19,5,1,0,0,0,0,15130,7,222,69
1,16,2,0,9,7,15,1,1,0,0,17088,7,179,40,262,-229,16,3,9,0,0,0,0,16826,7,222,56
0,16,2,0,6,6,4,0,0,0,0,16968,7.2,231,48,423,318,13,3,8,2,1,1,0,16545,7,219,48
1,22,4,0,10,5,10,0,0,0,0,17987,7.4,232,52,1810,2115,72,2,4,1,0,1,0,16177,6.8,222,56
1,14,1,0,6,7,8,1,1,0,0,16871,6.8,263,40,-89,-144,40,3,13,0,0,0,0,16960,7.2,232,36
1,16,1,1,11,4,13,1,1,0,0,19035,7.4,207,52,4481,3872,15,2,4,0,0,0,0,14554,6.4,189,43
0,11,2,0,2,9,1,0,0,0,0,13380,6.2,188,48,-4446,-3703,18,0,10,1,1,0,0,17826,7.2,233,44
1,25,1,1,3,3,4,0,0,0,0,15834,7,248,52,324,-574,9,2,3,2,1,1,0,15510,7.2,220,68
0,17,2,0,5,7,3,0,0,0,0,15209,6.8,208,56,-1517,-1331,59,5,8,0,0,0,0,16726,7,229,52
1,34,1,1,3,2,6,1,1,0,0,16426,7,236,64,2063,708,14,2,6,0,0,0,0,14363,6.6,210,40
0,16,1,0,4,11,4,0,0,0,0,15358,6.8,210,47,-3019,-848,15,1,12,1,1,0,0,18377,7.2,207,56
0,17,3,1,6,7,2,0,0,0,0,15894,6.6,205,48,-399,-868,19,4,4,1,1,0,0,16293,7,213,44
1,12,4,0,2,2,1,1,1,0,0,14092,6.4,201,49,-1999,-2041,42,4,3,0,0,0,0,16091,7,257,59
1,15,2,1,10,2,18,1,1,0,0,17559,7,217,24,3158,1518,13,1,3,0,0,0,0,14401,6.4,184,47
0,22,2,0,2,4,3,0,0,0,0,15847,7,241,48,647,-710,12,5,5,1,1,0,0,15200,7.2,221,46
0,18,2,0,3,9,4,1,1,0,0,15280,6.6,220,50,-2034,-1071,19,5,17,0,0,0,0,17314,6.8,220,37
0,15,0,0,6,9,6,0,0,0,0,18187,7,223,55,299,-1051,13,1,7,1,0,1,0,17888,7.2,215,60
0,38,2,1,5,5,4,1,0,1,0,15509,6.8,220,40,-1335,-1142,14,2,10,1,1,0,0,16844,7,230,69
1,14,2,0,6,3,7,1,1,0,0,16319,7.2,207,59,1589,1075,14,2,2,0,0,0,0,14730,6.6,215,49
0,16,3,0,4,9,4,1,1,0,0,14588,6.2,207,45,-2627,-4080,36,2,4,1,0,1,0,17215,7.4,225,51
1,11,2,0,8,10,8,0,0,0,0,16748,6.8,178,44,-1579,-1715,17,3,8,1,1,0,0,18327,7.2,215,66
1,13,5,0,6,6,8,2,1,1,0,16516,7,184,57,366,596,20,2,7,0,0,0,0,16150,6.6,221,48
0,15,2,1,7,4,10,2,1,1,0,17256,7,228,64,1177,226,14,1,6,0,0,0,0,16079,6.8,217,51
0,43,0,0,7,7,6,1,1,0,0,16396,7,204,52,-2,866,14,2,5,0,0,0,0,16398,6.8,202,48
0,11,2,0,4,13,3,0,0,0,0,14539,6.6,165,53,-6139,-4548,58,3,12,0,0,0,0,20678,7.6,224,50
1,18,0,0,3,4,4,1,1,0,0,14657,6.6,204,52,-987,-555,24,1,4,0,0,0,0,15644,7,246,51
0,17,0,0,10,13,5,1,1,0,0,18656,7.2,227,46,42,666,13,3,14,0,0,0,0,18614,7,211,36
0,14,3,0,4,8,7,1,1,0,0,15299,6.6,196,48,-2489,-2828,38,2,8,0,0,0,0,17788,7.4,233,43
0,15,4,0,6,3,3,0,0,0,0,15365,6.4,186,44,-136,-385,19,3,3,0,0,0,0,15501,6.6,219,48
0,14,0,1,8,10,11,0,0,0,0,16052,6.4,159,44,-1825,-1458,18,1,14,1,1,0,0,17877,6.6,213,41
1,26,2,0,7,7,4,0,0,0,0,16875,7.2,214,52,-191,533,16,2,13,1,1,0,0,17066,7,230,40
1,18,3,1,6,2,10,1,1,0,0,16623,7.2,211,54,1792,-764,13,3,2,1,0,1,0,14831,7,223,72
1,33,4,1,8,6,11,2,1,1,0,16813,6.8,200,52,70,508,37,2,9,0,0,0,0,16743,6.8,204,56
0,13,3,1,7,12,8,1,1,0,0,16763,7,221,45,-1469,-2427,11,1,10,0,0,0,0,18232,7.4,214,44
1,15,3,1,10,4,11,1,1,0,0,18005,7,210,60,2962,3043,18,3,1,0,0,0,0,15043,6.6,187,48
1,14,7,0,5,9,4,0,0,0,0,15274,6.6,228,37,-2538,-1731,23,2,8,1,1,0,0,17812,7.2,219,59
0,15,3,0,1,2,1,1,1,0,0,15216,7.2,251,56,99,-174,12,2,5,0,0,0,0,15117,7,217,60
1,36,5,1,8,3,10,1,1,0,0,17756,7.2,231,43,2510,758,13,2,3,0,0,0,0,15246,6.8,218,68
1,17,1,0,6,6,6,1,1,0,0,17476,7,219,63,1408,957,17,2,6,0,0,0,0,16068,6.8,231,44
0,15,3,1,9,3,14,0,0,0,0,18017,7,208,40,2917,930,18,4,1,0,0,0,0,15100,6.8,210,54
0,18,2,1,6,5,2,1,1,0,0,15531,7,192,52,-537,176,20,3,5,0,0,0,0,16068,6.8,198,64
0,19,4,1,4,8,5,0,0,0,0,14799,6.8,207,39,-3590,-3279,18,2,9,1,1,0,0,18389,7.4,259,56
1,12,1,1,10,4,9,1,1,0,0,18009,7.4,226,56,3026,1849,35,4,1,0,0,0,0,14983,6.8,205,51
0,12,4,0,5,8,7,0,0,0,0,16265,7,217,56,-1195,-1492,17,3,6,1,1,0,0,17460,7.2,244,59
0,15,4,0,4,4,2,0,0,0,0,15023,6.8,226,44,-814,-374,17,2,4,1,0,1,0,15837,6.8,232,47
0,19,3,1,9,8,12,0,0,0,0,17083,6.6,183,33,67,-820,16,2,5,1,1,0,0,17016,7,225,44
0,15,0,0,5,10,5,0,0,0,0,15954,6.8,192,56,-2527,-2193,14,3,8,1,1,0,0,18481,7.4,197,80
0,14,1,1,6,8,5,0,0,0,0,16892,7,226,48,-44,277,14,1,10,1,1,0,0,16936,7,185,48
1,18,7,0,1,2,1,1,0,1,0,14583,6.6,244,54,262,1643,19,1,3,1,1,0,0,14321,6.4,224,32
0,23,5,0,6,7,10,0,0,0,0,16802,6.8,243,44,-1599,-1890,16,3,12,0,0,0,0,18401,7.2,237,58
0,12,3,1,8,9,8,0,0,0,0,16957,6.6,220,28,-206,-1872,15,0,5,0,0,0,0,17163,7.2,204,48
0,21,2,1,5,6,5,2,1,1,0,15817,7,218,43,-27,-371,17,4,7,0,0,0,0,15844,7.2,203,41
0,12,0,1,5,11,5,0,0,0,0,17219,6.8,241,59,-1213,-769,53,2,14,0,0,0,0,18432,7.2,183,56
0,59,1,1,4,7,5,1,1,0,0,15424,6.8,211,44,-1933,-2906,12,3,3,0,0,0,0,17357,7.6,256,55
0,16,0,0,5,10,5,0,0,0,0,16324,6.8,193,59,-943,-708,40,3,13,1,1,0,0,17267,7,174,60
0,15,2,0,4,5,2,1,0,1,0,14644,6.8,222,48,-1367,-412,19,2,6,0,0,0,0,16011,7,201,56
0,34,0,0,5,7,3,1,0,1,0,16616,7,211,67,-47,318,11,4,10,1,1,0,0,16663,7,219,56
0,46,5,0,2,7,2,0,0,0,0,14242,6.6,212,50,-2954,-1250,15,5,3,1,0,1,0,17196,7,244,52
1,16,2,0,8,2,15,0,0,0,0,17083,7,229,24,2877,1714,13,3,1,1,1,0,0,14206,6.6,212,45
0,21,0,1,7,9,6,2,1,1,0,17359,7.2,221,69,1,-116,17,5,6,0,0,0,0,17358,7,221,42
1,15,1,0,2,4,1,1,1,0,0,14431,7,194,70,-940,-43,25,2,3,0,0,0,0,15371,6.8,234,42
1,18,5,1,6,8,6,0,0,0,0,17210,7,220,72,1091,605,51,3,10,0,0,0,0,16119,7,178,32
0,15,3,1,6,8,8,0,0,0,0,15697,6.8,196,44,-1237,-285,14,2,13,0,0,0,0,16934,6.4,201,47
